ulasan bersih,sentimen
aplikasi mantap serba tingkat sistem,positif
kecewa banget mandiri bawa uang sndiri susah kaya ngemis gara livin mandiri blokir pas dibnerin ktanya gabisa krna alamat ktp domisili beda aneh pas bikin tabung livin bisa alamat domisili ktp beda gilir buka blokir gabisa sop alamat domisili ktp pas bikin bilang gabisa sy gabakal bikin mandiri udah minggu gabisa ganti alamat ktp tidak dapet antri udah surat pindah kecama,negatif
livin mandiri sangat bantu bertansaksi sangat muda pake livin trimah kasih livin,netral
buka tabung banget livin,netral
moga fitur investasi pisah bikin aplikasi khusus investasi,netral
tolol sahur malam tidak bisa akses,negatif
parakh bank mandiri tidak bisa ambil uang transfer jam adik laka lantas butuh uang tidak bisa tinggal parah bank mandiri,negatif
ganggu jam malam jam pagi wib mohon cepat tangan,positif
aplikasi tidak bisa buka ganti bank bank mandiri tidak kompeten bank tetangga youk livin mandiri keluar data aplikasi lebih parah coba login tidak bisa mending buka tabung bank bri ribet mudah akses livin mandiri sungguh aplikasi buruk,negatif
mandiri gajelas tll gimana sih atm gabisa pake kesini anj mbangking baru bikin uda gabisa tll,netral
terimakasih batu,netral
aplikasi jelek banget bayar malem terang pelihara maintenence jgn jd susah bayar,negatif
coba,netral
sangat simpelkarena sistem mudah erti,netral
sangat bantu,netral
tidak aplikasi tidak aju sangkut mandiri lambat ribet dll bagus pakai bank swasta langsung satset cepat tidak ribet,positif
verifikasi wajah cape mangap tidak,netral
bagus,positif
dikit dikit pelihara dikit dikit ganggu parah,negatif
ganggu pelihara tidak jam,netral
top dana status hasil dana tidak masuk akun dana rugi hubung cs mandiri email respon tidak tolong kembali uang,positif
bagus,positif
sangat bagus,positif
keren,netral
mudah cepat mudah,positif
sangat sangat bantu,netral
oke,netral
tolong aktif ksm livin,netral
livin susah hubung jaring bagus,positif
update hadehh,netral
menu ksm tidak muncul livin muncul,netral
mantap,positif
mantap,positif
hallo livin tgl april kirim uang dana lapor hasil uang tidak masuk aplikasi danaudah menit tidak masuk uang tidak,netral
gagal update loading tidak terinstal min mohon bantu,negatif
sangat guna,netral
tidak atm livin blokir keteranganteman terblokirhampir atm livin terbelokirjadi resah,netral
verifikasi wajah gagal log,negatif
kali kali coba tidak bisa masuk masuk kode otp masuk,negatif
bagus aplikasi,positif
oke mantap,positif
aplikasi tidak bisa buka download ulang tidak bisa normal,negatif
masuk terang hp tidak dukung,netral
super,netral
masak uda mati nga bisa pake lucu,netral
super ribet baru ganti pin tidak bisa log nyusahin buang,negatif
verifikasi wajah susah ampunniat tidak ni aplikasihadeh,netral
aplikasi livin mandiri tidak bisa buka ganggu,negatif
sangat baik,positif
aplikasi guna hilang uang,netral
mantap,positif
kemarin hasil hubung teruss aplikasi cuih,netral
good,netral
mantap,positif
baru nyoba,netral
,netral
terima kasih bank mandiri sangat bantu,netral
top e wallet susah nggk bisa kirim,positif
vermuk anyink,netral
tidak bisa klik si coba login app hp samsung,negatif
tolong baik sistem daftar layan tidak sedia menerusgimana,positif
mbanking tidak bisa buka,negatif
pas log suruh masukin kartu debit g cetak repot cs via telepon cacicu omong gajelas cabang tidak bisa alesan sistem gimana offlineini duit gw gimana oy ilang gitu,negatif
akses livin ngk bida coba coba terang akses atm laku kece tolong jelas bantu gimana guna livin bisa akses mudah,netral
livin sangat bantu,netral
bantu transaksi,netral
livin tidak mah,netral
amanah,netral
rubah password livin passwordnya ganti seribet kocak,netral
ngurusin rpt dateng bank lebih x jam sangat lambat tagan,negatif
tolong saat transaksi hasil cantum nama alamat kirim tuju tidak salah kirim,netral
tolong livin mandiri baik suka lot tidak bisa login perfikasi wajah gagal kasih bintang rana app livin mandiri tidak maksimal kecewa,negatif
kenapaa adaa transfer masuk saldo tidak tambah,netral
far good,netral
aplikasi payah nyusahing flexiblebintang tidak pantasdah lebih taun pake hp eror pas kirim tinggal masuk pin blik menu awalpas buka g bisasistem hp g bisa mendukungini gmn solusi,netral
ribetabis isi kode otp tidak bisa masukpemeliharaan teruspayahh,negatif
sangat bantu transaksi,netral
tidak nyaman livin soldo sedot,netral
cukup bagus tolong update jualbeli uang asingemas antam,positif
qrisnny error gagal tk bisa pakai,negatif
susah pakai rekening mandiri offline malam boss offline malam jam kalah bank bank bumn bumn parah,negatif
kesini tidak,netral
banding bni bca livin buruk pakai tidak bisa pakai jam tolong baik nasabah tidak sulit,negatif
banyak pemeliaraan aplikasi sistem ngak bisa,netral
pakai livintapi baru kali topup tidak bisa,negatif
gila ganggu,netral
good,netral
ganggu tidak bisa transaksi,negatif
lebih efektif senang,positif
tabung investor ku tidak bisa transfer bilang admin instagram loh bukti,negatif
jos keren,netral
mandiri pas ganti hp baca layan tidak sedia dilivin,netral
bank mandiri payah tidak bisa andal saldo tarik udah tidak bisa muak bagus bank bni limit nol rupiah,netral
livin mohon bantu buka saldo tahan,netral
update tidak bisa masuk akun atm sia nabung,negatif
aplikasi livin daftar ulang,netral
malam tidak bisa parah,negatif
aplikasi butut susah login,netral
login kagak bosa yah udah masukin nomer card debit otp tidak bisa,negatif
tidak pinjam,netral
gitu sesuai ktp rambut gagal melulu,negatif
kurang loginmasuk kayak banget coba terapin login pakai email login pakai nomor kartu debit susah banget ngingetin nomor,netral
sangat membantuhanya slama tarik atm mandiri uang robek hilang potong uangga utuh,netral
ganti hp caranyasaya donlod tidak bisa masukkeluar gimana biar bisa masuk hp beda,negatif
sangat baik,positif
nggk bisa buka aplikasi cumn muncul halaman,netral
sangat baii,netral
oke,netral
baguss,netral
lebih mudahaman kendali,netral
login tulis hp tidak support android cek minimum android gimana bisa logintolong bantu admin mandiri livin kartu debit tidak tau rek,netral
bekal kali login tidak bisa alas pelihara coba login ganti hp coba hapus download ulang aplikasi sampah tidak,negatif
bulan pake langsung lupa password ganti password kartu debit mohon min terimakasih,netral
rekomendasi pake livin simple robet,netral
dah rekening blokir tidak lu udah cs mandiri cabang tidak solusi coba rekening buka rekening utama nerima gaji,netral
bisa baik bankingnya malam leg top susah bnyak ganggu malam,positif
pin blokir ganti pin baru mala masukin pin gimana cerita pin blokir terima kode otp akses pin baru bingung,netral
aplikasi sangat bantu mantap,positif
top,positif
puass,netral
registrasi suruh registrasi,netral
mantap,positif
aplikasi bagus,positif
baik,positif
bantu baik transaksi,positif
kanapa tidak bisah sy daftar livin,negatif
mqntap,netral
sistem verifikasi konyol isi ulang data password verifikasi wajah mendownload aplikasi isi ulang password beda password pakai aplikasi,netral
bagus cukup bantu,positif
mqntap,netral
bagus aplikasi ringan tidak ngelag bikin rekening aplikasi mudah tidak video call kyk oke tahan yaa,positif
mantap,positif
istimewa,netral
baguss,netral
tolong aplikasi baik udah kali banking tidak bisa buka,netral
livin wifi tidak bisa buka mohon bantu min,negatif
lelet,netral
kartu,netral
ganti password karna lupa tidak bisa sistem operasi hp tidak dukung btw sy pake hp vivo mohon benah tidak kendala,negatif
oke,netral
ganggu ruwet pas butuh,netral
muas,netral
mebuat mudab,netral
mantap,positif
bagus,positif
biasa jam sono tidak bisa top payah banget nih mandirinyesel debit mandiri ehh ganggu,netral
app mobile gua simpel,netral
bank tolol malem pelihara wqktunya tidak sebentar bisa sampe ber jam jam urgent bingung pakai bayar,netral
puas layan living,positif
pelihara ganggu aktivitas transaksi baik urus urgent tidak bisa minimalisir giat pelihara hari,netral
oke thanks,netral
,netral
sipmaaf aplikasi tidak bisa buka yahmohon bantu,negatif
make livin dah pas msuk lupa sandi login gal pdhal masuk nmor debit,netral
gaada fitur mindahin saldo rekening kartu virtual transaksi produk digital gabisa tidak saldo pdhal saldo rekening,netral
pelihara rutin emg team itny kerjaanny cuman pelihara ajaa apaa gmnaa siih,netral
ganggu tidak bsa masuk,netral
buruk,negatif
vitur layan whatsapp mandiri isi etol adu bales tl mesti pulsa gimana klu kondisi orang urgen gada pulsa aman cepat kecewa,netral
bikin kesel jam malem tidak bisa transfer dll transaksi,negatif
aplikasi livin tidak bisa buka truskartu atm blokir gimana sisa uang tarik bank mandiri,negatif
aplikasi mudah simple,netral
layan tidak sedia,netral
livin g oke aplikasi g bisa buka daftar ribet aju,netral
sangat bantu,netral
livin rumit penginputan nomor va jadul ketik manual,netral
baik,positif
sangat bantu,netral
livin sangat mudah dlm transaksi uang pokok mantap,positif
livin baharu password ganti password tidak bisa akses aplikasi,negatif
livin transfer qris tunda dana saldo kurang tidak nyampe langgan bilang nipudan maintenance,netral
sangat mudah,netral
aplikasi livin sangat bantu sangat manfaat sayang kendala aplikasi livin tidak bisa kecuali bantu mamdiri pusat jakarta coba konsultasi mandiri cabang tidak bisa bantu bantu mandiri cabang tunggu proses sangat laku baik lapor kendala mandiri januari bisa,netral
mudah akses,netral
tidak bsa buka aplikasi close,netral
livin tidak bisa buka,negatif
ngajuin kartu kredit link refresh ilang bank cacat tidak kyak,netral
jos,netral
bagus,positif
aplikasi kadang error tidak bisa buka,negatif
tidak bisa buka mbeking buka,negatif
ribet,netral
keren mandiri,netral
ulang buat password verifikasi wajah gagal kantor cabang tidak bisa gaji direksi gede aplikasi tidak selancar bank biru,negatif
top e wallet suruh ngatur tanggal atur,positif
log susah ampun pelihara sistem urgent banget aplikaai payah tidak,netral
kasih bintang layan telpon tidak respon nelpon pulsa habis nunggu antri angkat responnya acuh kendala bayar qr tunda,netral
lebih cepat proses kirim uang,positif
,netral
gausah bikin mandiri care adu lebih hari gaada follow,netral
akun livin blokir kartu gmna buka,netral
maintenance,netral
parah awat jam,negatif
aplikasi aneh yaa transaksi tidak hasil saldo tidak truss lapor kmna,netral
aplikasi lu udah tidak,netral
baik pokok,positif
aseli nyesel buka rekening mandiri cuman karna tuker uang baru nih bank ribet pake minimal saldo saldo ngendap jugaa sebener ogah buka rekening mandiri,netral
sangat bantu,netral
manis,netral
aplikasi tidak bisa login secure folder samsung,negatif
livin yes,netral
transaksi lancar,positif
transaksi tidak bisa alas jam tidak sesuai aneh malas pake livin,negatif
,netral
lebih mudah,netral
oke,netral
sangat recommendedapk uang sangat mudah mudah transaksi,netral
aplikasi livin mandiri susah loding sampe ulang baru bisa kadang tidak bisa buka,negatif
kerja payroll mandiri tidak sempat pinjam payroll mandiri,netral
andai login bisa pake hp verifikasi wajah sy masuk livin urus cabang krna hp daftar sudh hilang,netral
tidak bisa daftar livin rek bank mandirikenapa layan tidak sedia teruspeningkatan minggu buruk livin mandiri ni tidak bank lai cepat langsung bisa akses,negatif
kenpa iya susah kali daftar livinby mandiri kartu atm kode otp pas verivikasi muncul halaman tidak sedia,netral
mudah,netral
juara aplikasi mbanking buruk sejarah indonesia,negatif
livin mandiri tidak bisa isi dana orang,negatif
baik,positif
tidak bisa digunakansudah cs suruh nunggu minggu tidak bisa,negatif
transaksi top dana jam pagi maintence tidak hasil lihat livin saldo kurang cek dana tidak top livin tolong,positif
bisa bantu,netral
transfer limit bisa maksimal juta coba transaksi error gimana sih mandiri sampah banget,negatif
keren abis,netral
sangat suka aplikasi bantu sy transaksi lebih muda,positif
oke mantap,positif
saldo ku potong transaksi gada anjirr tenp call center suruh nunggu lambat tanggal dah tnggal gada kembali,negatif
tidak bisa masuk aplikasi livin,negatif
sangat bagus nyaman,positif
apas verifikasi kode otp menit x nyoba jd jam niat aplikasi g si,netral
tolong aplikasi baik pasword suruh ganti baru ikut arah tidak bisa klik lanjut kecewa berat aplikasi,negatif
baru bikin udah tidak bisa buka aneh gilir tidak saldo aman pas transfer langsung eror tidak bisa buka kartu blokir tolong amanah gilir telpon suruh kantor haduhh parah susah guna,negatif
pelihara,netral
sulit ngescan wajah tidak baca bank cuman verifikasi lucu,netral
tidak bisa transfer token gpp,negatif
kemarin daftar livin tidak bisa bisa,negatif
tangan lambat tidak kembang mudah nalah ngerepotin bikin tidak bisa akses sistem komunikasi chat sangat tidak berputarputar tidak bintang biarpun bintang,negatif
hubung call center saldo tahan hubung kantor cabang udah hubung kantor cabang hubung call center gitu bolak tidak solusi,netral
verifikasi wajah susah tidak bisa mulu,negatif
saldo tidak bisa transaksi transfer topup tidak bisa aplikasi,negatif
sangat membantudan mudah transaksi mobile,netral
aplikasi baik oke n respon cpt banget,positif
oke,netral
susah login,netral
poko nyah oke,netral
lebih praktis sangat bantu,netral
berteletele transfer uang tunda lebih baik pake e wallet saldo tahan proses kembali uang lambat tanggal maret bom selesaiselesai,netral
joz,netral
udah rekening udah instal aplikasi livin ngisi kode otp tulis baik layan udah bisa buka kantor cabang solusinyabisa bantu kah,positif
akhirakhir inilivin tidak bisa transaksi boss,negatif
bank lot,netral
transfer mandiri gagal aneh aplikasi,negatif
habis baru malam eror nambah bagus,positif
livin mandiri kenpa saldo tahan uang butuh baget pahala tidak tuh pinjam bank ajah saldo nol baru transfer lohh,netral
livin baik,positif
bintang dulusudah bulan kolom tulis sandi tidak bisa klik instal ulang instal ulang kolom pasu kartu tidak bisa klik,negatif
payah,netral
sayang aplikasi livin ku tidak bisa pinjam cash tunai dibwah jt,negatif
tibatiba tidak bisa login,negatif
adminnya template banget tolong maintenance max menit orang mu transaksi tidak bisa apalgi jam jam malem,negatif
malem melkukan pelihara performa lebih baik tidak aplikasi boss jengkel pake livin update pelihara malem tidak gin gin boss,positif
aplikasi baru sangat kacau trouble buka aplikasi loading tidak kelar loading cache diapus tetep gabisa masuk lebih baik livin logo biru kuning,positif
cs sangat tidak profesional capek komplen tidak urus,netral
tidak bisa login,negatif
maaf livin eror gimana kolom pin ngefreeze udah coba ttep tidak bisa,negatif
matab eror topup ewalet,netral
maaftolong bantumbanking benetgak bisa buka,netral
gangguanmaintanance pas gangguanpas maintanance,netral
aplikasi uninstallpas download lgudah verifikasi muka berhasileh hrus verifikasi tambah atmmana urgentselain sih oke,netral
malem update jam jam malem sih aplikasi lancar pke update malem ganggu banget jdi tidak bisa pake beli,netral
